IDX,Applicant_ID,Total_Experience,Total_Experience_in_field_applied,Department,Role,Industry,Organization,Designation,Education,Graduation_Specialization,University_Grad,Passing_Year_Of_Graduation,PG_Specialization,University_PG,Passing_Year_Of_PG,PHD_Specialization,University_PHD,Passing_Year_Of_PHD,Curent_Location,Preferred_location,Current_CTC,Inhand_Offer,Last_Appraisal_Rating,No_Of_Companies_worked,Number_of_Publications,Certifications,International_degree_any,Expected_CTC
23295,34585,8,5,Marketing,Project Manager,Insurance,G,Marketing Manager,Grad,Sociology,Surat,2005.0,Sociology,Surat,2007.0,Sociology,Surat,2012.0,Chennai,Bangalore,991727,Y,Key_Performer,6,8,0,0,1320186
23296,50244,3,2,Sales,Others,BFSI,N,HR,Grad,Arts,Jaipur,2009.0,Arts,Jaipur,2011.0,Others,Delhi,2017.0,Lucknow,Kolkata,625196,N,A,2,6,0,0,781495
23297,22809,12,3,Engineering,Bio statistician,Telecom,H,Data Analyst,PG,Psychology,Kolkata,2000.0,Psychology,Kolkata,2002.0,Psychology,Bangalore,2008.0,Guwahati,Pune,1852155,N,D,3,8,1,0,2215177
23298,26514,15,14,Engineering,Others,Automobile,A,HR,Doctorate,Others,Surat,1997.0,Mathematics,Surat,1999.0,Chemistry,Bhubaneswar,2005.0,Kolkata,Ahmedabad,2411553,Y,B,3,6,0,0,3376174
23302,34803,19,11,HR,Team Lead,Automobile,B,Manager,Doctorate,Others,Ahmedabad,1992.0,Arts,Ahmedabad,1994.0,Sociology,Kolkata,2001.0,Pune,Mumbai,2312499,N,A,5,7,0,0,3121873
23308,27512,15,13,Others,Business Analyst,Automobile,I,Sr.Manager,Doctorate,Statistics,Bhubaneswar,1999.0,Statistics,Bhubaneswar,2001.0,Others,Bangalore,2005.0,Bhubaneswar,Kolkata,2245085,N,A,2,6,0,0,3030864
23309,39736,4,4,Analytics/BI,Scientist,Training,M,Sr.Manager,Doctorate,Statistics,Guwahati,2007.0,Statistics,Guwahati,2009.0,Statistics,Delhi,2016.0,Lucknow,Guwahati,1380635,N,A,2,7,0,0,1938411
23310,29669,17,3,Top Management,Senior Researcher,Insurance,N,Consultant,PG,Botony,Guwahati,1995.0,Botony,Guwahati,1997.0,Botony,Surat,2003.0,Mumbai,Mangalore,2327965,N,B,6,3,0,0,3026354
23315,44078,8,4,Others,Principal Analyst,Others,I,Director,Grad,Others,Mangalore,2003.0,Psychology,Mangalore,2005.0,Zoology,Bhubaneswar,2012.0,Nagpur,Bhubaneswar,914015,Y,C,3,6,0,1,1076344
23319,37958,16,2,Others,CEO,Automobile,K,Others,PG,Chemistry,Bangalore,1998.0,Chemistry,Bangalore,2000.0,Chemistry,Guwahati,2004.0,Guwahati,Nagpur,3248851,Y,A,5,7,0,0,4288483
23320,55229,23,21,Top Management,Team Lead,FMCG,K,Sr.Manager,Grad,Botony,Lucknow,1991.0,Botony,Lucknow,1993.0,Botony,Surat,1997.0,Ahmedabad,Guwahati,2463057,Y,Key_Performer,2,6,0,0,3152712
23322,11026,19,18,Engineering,Sales Execituve,Telecom,O,Manager,Doctorate,Statistics,Nagpur,1995.0,Statistics,Nagpur,1997.0,Statistics,Mumbai,2001.0,Nagpur,Bangalore,3270092,N,D,3,5,0,0,4061454
23323,10992,9,3,Engineering,Scientist,Others,D,Data Analyst,PG,Statistics,Surat,2002.0,Statistics,Surat,2004.0,Statistics,Ahmedabad,2011.0,Jaipur,Bangalore,987009,N,D,2,7,1,1,1180462
23325,58868,6,5,Healthcare,Sales Manager,Retail,E,Others,Grad,Engineering,Nagpur,2008.0,Engineering,Nagpur,2010.0,Engineering,Kolkata,2014.0,Jaipur,Mumbai,916275,Y,Key_Performer,4,8,0,0,1219745
23326,25012,3,0,HR,Financial Analyst,BFSI,G,HR,Grad,Engineering,Pune,2011.0,Engineering,Pune,2013.0,Engineering,Surat,2017.0,Guwahati,Guwahati,576727,N,A,2,5,0,0,720908
23328,39724,14,12,Others,Sales Manager,Insurance,N,Consultant,Grad,Engineering,Pune,1998.0,Engineering,Pune,2000.0,Engineering,Pune,2006.0,Lucknow,Lucknow,1824077,Y,Key_Performer,6,6,0,0,2334818
23329,20246,12,11,HR,Team Lead,Analytics,M,Software Developer,Grad,Engineering,Bangalore,2000.0,Engineering,Bangalore,2002.0,Engineering,Pune,2008.0,Bhubaneswar,Surat,1968208,Y,A,6,4,1,0,2519306
23332,28765,14,6,Analytics/BI,Team Lead,BFSI,E,Software Developer,PG,Others,Kolkata,1999.0,Sociology,Kolkata,2001.0,Botony,Bangalore,2006.0,Lucknow,Kanpur,2360492,Y,B,3,5,0,0,3115849
23336,51979,3,1,Others,Business Analyst,Retail,C,Product Manager,Doctorate,Sociology,Mumbai,2009.0,Sociology,Mumbai,2011.0,Sociology,Bangalore,2017.0,Mumbai,Jaipur,1375465,N,D,3,8,0,0,1708327
23338,23830,9,6,Others,Financial Analyst,BFSI,G,Others,Doctorate,Statistics,Guwahati,2005.0,Statistics,Guwahati,2007.0,Statistics,Nagpur,2011.0,Lucknow,Surat,1902966,Y,D,4,3,0,0,2451020
23340,59900,10,3,Analytics/BI,Data scientist,FMCG,C,Product Manager,Grad,Psychology,Ahmedabad,2002.0,Psychology,Ahmedabad,2004.0,Psychology,Mumbai,2010.0,Delhi,Mumbai,2049075,N,B,2,3,0,0,2561343
23346,25450,1,1,HR,Business Analyst,BFSI,D,Network Engineer,Doctorate,Engineering,Mumbai,2013.0,Engineering,Mumbai,2015.0,Engineering,Mangalore,2019.0,Ahmedabad,Nagpur,678324,Y,D,3,4,0,0,873681
23348,48005,7,5,Accounts,Others,Aviation,E,Product Manager,PG,Engineering,Lucknow,2004.0,Engineering,Lucknow,2006.0,Engineering,Pune,2013.0,Jaipur,Kolkata,1266647,N,D,2,6,0,0,1514909
23350,50763,16,16,Marketing,Team Lead,Training,O,Software Developer,PG,Others,Delhi,1997.0,Economics,Delhi,1999.0,Sociology,Pune,2004.0,Bangalore,Guwahati,2968454,N,C,4,8,2,0,3550270
23351,52958,19,5,Sales,Scientist,FMCG,N,Product Manager,PG,Others,Bangalore,1992.0,Others,Bangalore,1994.0,Engineering,Bangalore,2001.0,Surat,Bangalore,2800162,Y,D,2,4,1,1,3400516
23355,57400,17,6,Sales,Consultant,Others,B,Sr.Manager,PG,Statistics,Ahmedabad,1997.0,Statistics,Ahmedabad,1999.0,Statistics,Bhubaneswar,2003.0,Jaipur,Surat,3094804,Y,A,3,4,1,0,4085141
23356,10831,11,8,Others,Consultant,IT,N,Assistant Manager,Grad,Sociology,Lucknow,2002.0,Sociology,Lucknow,2004.0,Sociology,Kolkata,2009.0,Nagpur,Ahmedabad,1802488,N,D,2,7,4,0,2072861
23359,48084,5,0,Engineering,Associate,Others,M,Manager,Doctorate,Others,Nagpur,2007.0,Statistics,Nagpur,2009.0,Botony,Guwahati,2015.0,Bhubaneswar,Chennai,1256847,Y,Key_Performer,1,5,0,0,1829969
23360,37511,20,15,Top Management,Sales Execituve,FMCG,B,Director,PG,Mathematics,Nagpur,1992.0,Mathematics,Nagpur,1994.0,Mathematics,Delhi,2000.0,Bhubaneswar,Bangalore,2484586,N,A,4,7,1,0,3229961
23363,17759,1,0,Analytics/BI,Analyst,Telecom,C,Research Analyst,PG,Chemistry,Nagpur,2011.0,Chemistry,Nagpur,2013.0,Chemistry,Bangalore,2019.0,Chennai,Surat,452759,Y,B,1,4,1,0,597641
23371,23229,14,1,Analytics/BI,CEO,Insurance,M,Marketing Manager,Grad,Statistics,Guwahati,2000.0,Statistics,Guwahati,2002.0,Others,Pune,2006.0,Ahmedabad,Jaipur,2054766,Y,D,2,4,0,0,2419692
23376,44075,10,7,HR,Team Lead,Aviation,O,Marketing Manager,Grad,Psychology,Pune,2001.0,Psychology,Pune,2003.0,Psychology,Bangalore,2010.0,Bangalore,Guwahati,1880830,N,D,3,3,0,0,2162954
23378,43275,23,20,Healthcare,Analyst,Aviation,N,CA,PG,Others,Jaipur,1990.0,Sociology,Jaipur,1992.0,Others,Jaipur,1997.0,Pune,Guwahati,2580209,N,C,6,5,0,0,3085929
23379,28331,5,5,Accounts,Financial Analyst,Telecom,K,Software Developer,Grad,Economics,Bangalore,2006.0,Economics,Bangalore,2008.0,Economics,Guwahati,2015.0,Pune,Mumbai,561868,N,A,3,7,4,0,730428
23380,58326,10,7,Marketing,Scientist,Retail,A,Software Developer,Grad,Statistics,Bangalore,2003.0,Statistics,Bangalore,2005.0,Statistics,Pune,2010.0,Kolkata,Bangalore,2041570,N,C,5,6,1,0,2347805
23383,41943,22,12,Others,Bio statistician,Retail,N,Others,PG,Engineering,Ahmedabad,1992.0,Engineering,Ahmedabad,1994.0,Engineering,Jaipur,1998.0,Chennai,Bhubaneswar,2464191,N,C,6,6,0,0,2947172
23384,42379,3,1,Engineering,Associate,Automobile,M,Sr.Manager,PG,Sociology,Lucknow,2011.0,Others,Lucknow,2013.0,Sociology,Nagpur,2017.0,Jaipur,Bhubaneswar,617837,N,D,1,7,0,0,738933
23385,54386,3,2,Others,Analyst,Analytics,D,Network Engineer,PG,Statistics,Kolkata,2011.0,Statistics,Kolkata,2013.0,Statistics,Kolkata,2017.0,Chennai,Mumbai,789757,Y,B,1,8,1,0,1042479
23389,30830,1,1,Marketing,Associate,Automobile,K,Assistant Manager,Grad,Mathematics,Bangalore,2011.0,Mathematics,Bangalore,2013.0,Mathematics,Ahmedabad,2019.0,Kanpur,Nagpur,511263,N,B,3,5,3,0,639078
23391,18783,19,3,Marketing,Business Analyst,Telecom,C,Data Analyst,Doctorate,Engineering,Lucknow,1992.0,Engineering,Lucknow,1994.0,Engineering,Pune,2001.0,Kanpur,Delhi,3106574,Y,B,4,5,0,0,4349203
23392,19514,24,24,Engineering,CEO,Analytics,E,Research Scientist,PG,Sociology,Nagpur,1987.0,Others,Nagpur,1989.0,Sociology,Bangalore,1996.0,Mumbai,Bhubaneswar,3349483,N,B,6,5,2,1,4354327
23394,11696,6,6,HR,Project Manager,Training,J,Sr.Manager,PG,Statistics,Nagpur,2007.0,Statistics,Nagpur,2009.0,Statistics,Bangalore,2014.0,Ahmedabad,Surat,927326,N,B,6,7,2,0,1205523
23395,35007,22,2,Others,Others,Training,D,Research Analyst,PG,Chemistry,Lucknow,1990.0,Chemistry,Lucknow,1992.0,Chemistry,Pune,1998.0,Bangalore,Pune,3368750,N,B,4,6,1,0,4379375
23396,26956,7,0,Analytics/BI,Scientist,Insurance,L,Web Designer,Grad,Engineering,Bangalore,2006.0,Engineering,Bangalore,2008.0,Others,Delhi,2013.0,Delhi,Bangalore,1407244,Y,D,2,4,3,1,1657170
23408,19269,20,8,Engineering,Sales Manager,Others,H,Product Manager,Doctorate,Arts,Pune,1994.0,Arts,Pune,1996.0,Others,Kolkata,2000.0,Chennai,Nagpur,3889038,N,D,2,6,0,0,4830185
23409,22690,12,8,IT-Software,Analyst,Retail,M,Sr.Manager,Grad,Statistics,Nagpur,2002.0,Statistics,Nagpur,2004.0,Statistics,Nagpur,2008.0,Delhi,Guwahati,1992920,Y,C,4,8,0,0,2346862
23413,27371,19,6,Marketing,Business Analyst,Insurance,E,Data Analyst,PG,Mathematics,Bangalore,1992.0,Mathematics,Bangalore,1994.0,Mathematics,Bangalore,2001.0,Mumbai,Ahmedabad,3125925,Y,C,3,7,2,0,3796123
23415,49566,6,5,IT-Software,Financial Analyst,Aviation,O,Scientist,PG,Chemistry,Kolkata,2006.0,Chemistry,Kolkata,2008.0,Chemistry,Delhi,2014.0,Jaipur,Surat,2097619,N,D,4,7,0,0,2508752
23416,25000,1,1,IT-Software,Project Manager,IT,N,Assistant Manager,Grad,Others,Bhubaneswar,2012.0,Sociology,Bhubaneswar,2014.0,Psychology,Jaipur,2019.0,Mumbai,Guwahati,485936,N,B,3,5,4,0,607420
23420,28135,24,19,HR,Sales Manager,Retail,L,Marketing Manager,PG,Arts,Guwahati,1990.0,Arts,Guwahati,1992.0,Arts,Mangalore,1996.0,Bhubaneswar,Delhi,2339314,N,D,6,5,0,0,2797819
23421,22547,11,11,Analytics/BI,Data scientist,Aviation,E,Assistant Manager,Grad,Sociology,Bangalore,2002.0,Others,Bangalore,2004.0,Zoology,Delhi,2009.0,Ahmedabad,Mumbai,1913292,N,D,5,8,3,1,2200285
23422,22558,22,21,Education,Others,Automobile,B,Others,Doctorate,Psychology,Ahmedabad,1990.0,Psychology,Ahmedabad,1992.0,Psychology,Bhubaneswar,1998.0,Bangalore,Mangalore,2596095,Y,Key_Performer,2,6,0,0,3634533
23424,48702,4,2,Others,Project Manager,Telecom,D,Network Engineer,Doctorate,Chemistry,Guwahati,2007.0,Chemistry,Guwahati,2009.0,Chemistry,Pune,2016.0,Ahmedabad,Nagpur,1012439,Y,B,3,3,0,0,1417414
23429,12067,21,18,Marketing,Analyst,IT,H,Network Engineer,Doctorate,Mathematics,Bangalore,1990.0,Others,Bangalore,1992.0,Psychology,Surat,1999.0,Kanpur,Bangalore,3139405,Y,Key_Performer,3,6,0,0,4395167
23436,40411,8,1,Banking,Team Lead,IT,A,Software Developer,PG,Chemistry,Guwahati,2005.0,Chemistry,Guwahati,2007.0,Chemistry,Guwahati,2012.0,Pune,Lucknow,1079262,Y,Key_Performer,5,3,1,0,1481610
23437,57342,17,17,Engineering,Consultant,Aviation,C,Data Analyst,Grad,Sociology,Kolkata,1995.0,Sociology,Kolkata,1997.0,Others,Jaipur,2003.0,Lucknow,Mumbai,2462321,N,C,6,6,0,0,2831669
23443,44021,7,1,Others,Team Lead,Insurance,J,Sr.Manager,Grad,Others,Bhubaneswar,2004.0,Chemistry,Bhubaneswar,2006.0,Economics,Mumbai,2013.0,Chennai,Kolkata,1342885,N,A,3,8,0,0,1745750
23446,51981,10,0,Top Management,Consultant,FMCG,L,Research Analyst,PG,Others,Kolkata,2004.0,Statistics,Kolkata,2006.0,Mathematics,Lucknow,2010.0,Delhi,Lucknow,1674492,Y,D,4,6,4,0,2033503
23452,31174,15,1,Healthcare,Business Analyst,Telecom,P,HR,PG,Others,Jaipur,1997.0,Engineering,Jaipur,1999.0,Economics,Pune,2005.0,Pune,Guwahati,2464886,Y,Key_Performer,5,3,1,0,3253649
23453,59236,9,2,Analytics/BI,Financial Analyst,FMCG,L,Others,PG,Mathematics,Pune,2005.0,Mathematics,Pune,2007.0,Mathematics,Kolkata,2011.0,Kolkata,Nagpur,970758,N,A,4,6,0,0,1261985
23454,33700,21,4,Sales,CEO,FMCG,G,CA,Grad,Engineering,Kolkata,1991.0,Engineering,Kolkata,1993.0,Engineering,Mangalore,1999.0,Ahmedabad,Delhi,2294486,N,A,4,7,0,0,2868107
23456,38600,21,13,Banking,CEO,Others,K,Consultant,Doctorate,Mathematics,Lucknow,1990.0,Mathematics,Lucknow,1992.0,Mathematics,Ahmedabad,1999.0,Ahmedabad,Mangalore,3452400,Y,Key_Performer,3,4,0,1,4833360
23457,43193,12,4,Analytics/BI,Senior Researcher,Others,C,Manager,PG,Sociology,Delhi,2002.0,Sociology,Delhi,2004.0,Sociology,Guwahati,2008.0,Lucknow,Bangalore,2334503,Y,Key_Performer,3,7,0,0,3081543
23458,47092,4,0,Education,Financial Analyst,FMCG,F,CA,Grad,Mathematics,Bangalore,2010.0,Mathematics,Bangalore,2012.0,Mathematics,Guwahati,2016.0,Bangalore,Guwahati,549302,N,C,2,7,0,0,631697
23461,28267,10,2,Marketing,Bio statistician,Retail,L,Medical Officer,PG,Chemistry,Lucknow,2001.0,Chemistry,Lucknow,2003.0,Others,Bhubaneswar,2010.0,Mumbai,Ahmedabad,1514596,Y,D,6,6,1,0,1839325
23462,23293,8,8,Analytics/BI,Data scientist,Analytics,A,Research Analyst,Grad,Arts,Guwahati,2004.0,Arts,Guwahati,2006.0,Arts,Mangalore,2012.0,Mumbai,Kanpur,960925,N,B,6,6,1,1,1201156
23464,41586,3,0,Education,Bio statistician,Retail,F,Sr.Manager,Grad,Botony,Guwahati,2008.0,Botony,Guwahati,2010.0,Botony,Delhi,2017.0,Kanpur,Pune,599600,N,C,3,3,0,0,689540
23472,17327,8,7,Healthcare,Analyst,IT,N,Web Designer,Doctorate,Statistics,Lucknow,2006.0,Statistics,Lucknow,2008.0,Statistics,Lucknow,2012.0,Mumbai,Mangalore,1893446,Y,Key_Performer,4,7,0,0,2756857
23473,43739,24,22,Engineering,CEO,BFSI,P,Research Scientist,Grad,Arts,Lucknow,1989.0,Arts,Lucknow,1991.0,Others,Lucknow,1996.0,Bangalore,Mangalore,2239992,N,D,5,6,0,1,2575990
23476,22796,4,0,Education,Financial Analyst,Telecom,D,Sr.Manager,Grad,Chemistry,Kolkata,2007.0,Chemistry,Kolkata,2009.0,Chemistry,Lucknow,2016.0,Ahmedabad,Jaipur,592274,Y,B,1,4,0,0,758110
23478,22383,22,11,Top Management,Project Manager,Others,E,Product Manager,PG,Botony,Delhi,1990.0,Others,Delhi,1992.0,Chemistry,Kolkata,1998.0,Delhi,Surat,3040351,N,C,2,3,0,0,3636259
23480,21769,21,15,Healthcare,Lab Executuve,BFSI,M,Data Analyst,PG,Chemistry,Mangalore,1991.0,Others,Mangalore,1993.0,Others,Surat,1999.0,Bangalore,Nagpur,1878613,Y,Key_Performer,3,8,0,0,2479769
23483,25445,11,0,Engineering,Consultant,Automobile,I,Assistant Manager,PG,Statistics,Ahmedabad,2003.0,Others,Ahmedabad,2005.0,Statistics,Ahmedabad,2009.0,Kolkata,Mangalore,2233033,N,A,2,6,1,0,2902942
23484,52367,1,1,Accounts,Associate,IT,F,Director,Doctorate,Mathematics,Mangalore,2011.0,Others,Mangalore,2013.0,Psychology,Nagpur,2019.0,Chennai,Nagpur,717255,Y,B,1,5,0,0,1004157
23485,13279,6,3,Education,Financial Analyst,Insurance,D,Sr.Manager,PG,Mathematics,Nagpur,2007.0,Mathematics,Nagpur,2009.0,Mathematics,Mangalore,2014.0,Kanpur,Nagpur,1176592,N,A,2,8,1,0,1590752
23487,36164,3,0,Marketing,Bio statistician,IT,K,Medical Officer,Grad,Chemistry,Mangalore,2008.0,Chemistry,Mangalore,2010.0,Chemistry,Bhubaneswar,2017.0,Jaipur,Chennai,625923,Y,B,3,7,0,0,801181
23490,40602,9,2,Banking,Others,Automobile,M,Medical Officer,PG,Psychology,Lucknow,2002.0,Psychology,Lucknow,2004.0,Psychology,Mumbai,2011.0,Ahmedabad,Bangalore,1001463,N,C,2,7,1,0,1197749
23492,34174,1,1,Accounts,Sales Manager,Others,I,Director,Grad,Others,Guwahati,2012.0,Others,Guwahati,2014.0,Chemistry,Mumbai,2019.0,Chennai,Kanpur,496596,N,D,1,4,0,0,571085
23499,29649,11,0,IT-Software,Sales Manager,BFSI,O,Manager,Doctorate,Mathematics,Pune,2003.0,Mathematics,Pune,2005.0,Mathematics,Kolkata,2009.0,Delhi,Surat,2286771,Y,Key_Performer,2,8,0,0,3201479
23501,12608,17,17,Education,Sales Manager,FMCG,K,Manager,Grad,Psychology,Mumbai,1995.0,Psychology,Mumbai,1997.0,Psychology,Lucknow,2003.0,Mumbai,Nagpur,2367862,N,C,4,8,0,0,2723041
23502,25198,17,17,Marketing,Team Lead,FMCG,A,Marketing Manager,Doctorate,Sociology,Ahmedabad,1997.0,Sociology,Ahmedabad,1999.0,Sociology,Bangalore,2003.0,Mangalore,Guwahati,3703201,N,B,6,4,0,0,4999321
23503,22365,25,8,Banking,Consultant,BFSI,I,Consultant,Doctorate,Arts,Nagpur,1989.0,Arts,Nagpur,1991.0,Arts,Guwahati,1995.0,Jaipur,Jaipur,3259316,N,B,5,8,0,0,4400076
23505,25493,25,11,Healthcare,Business Analyst,Retail,P,Marketing Manager,PG,Economics,Delhi,1989.0,Economics,Delhi,1991.0,Economics,Pune,1995.0,Kolkata,Kolkata,2306313,N,B,3,4,0,0,2998206
23506,27874,19,19,Accounts,Project Manager,Retail,H,Others,Doctorate,Economics,Pune,1992.0,Economics,Pune,1994.0,Economics,Jaipur,2001.0,Bhubaneswar,Kolkata,3851575,Y,C,6,5,0,0,4960828
23508,17049,3,3,Sales,Associate,IT,B,Others,Grad,Economics,Guwahati,2009.0,Economics,Guwahati,2011.0,Economics,Nagpur,2017.0,Lucknow,Delhi,668437,N,B,1,4,0,0,835546
23509,58922,17,17,Sales,Team Lead,Analytics,K,Consultant,PG,Sociology,Jaipur,1996.0,Sociology,Jaipur,1998.0,Sociology,Surat,2003.0,Mangalore,Lucknow,2286753,N,C,2,4,1,0,2734956
23510,30438,8,3,Others,Senior Researcher,Telecom,P,Consultant,Grad,Arts,Bhubaneswar,2005.0,Arts,Bhubaneswar,2007.0,Arts,Mangalore,2012.0,Mangalore,Bangalore,943196,N,C,3,6,0,0,1084675
23511,55628,17,13,Others,Others,Retail,L,Medical Officer,Doctorate,Psychology,Bangalore,1996.0,Psychology,Bangalore,1998.0,Psychology,Jaipur,2003.0,Kolkata,Guwahati,2679751,N,A,3,5,0,0,3617663
23515,44535,4,2,Sales,Scientist,Retail,J,Sr.Manager,PG,Chemistry,Kolkata,2007.0,Chemistry,Kolkata,2009.0,Chemistry,Mangalore,2016.0,Kolkata,Kanpur,1226619,Y,A,2,7,0,0,1683902
23516,54178,9,8,Healthcare,Others,Insurance,M,Research Analyst,PG,Engineering,Guwahati,2004.0,Engineering,Guwahati,2006.0,Engineering,Delhi,2011.0,Surat,Bhubaneswar,1044734,Y,Key_Performer,5,7,0,0,1379048
23519,37160,18,14,Healthcare,CEO,Analytics,F,Data Analyst,Grad,Chemistry,Nagpur,1994.0,Chemistry,Nagpur,1996.0,Chemistry,Nagpur,2002.0,Bangalore,Ahmedabad,2318488,Y,D,6,4,4,0,2730251
23520,53135,6,0,Sales,Financial Analyst,Analytics,H,Manager,Doctorate,Others,Mangalore,2006.0,Botony,Mangalore,2008.0,Botony,Delhi,2014.0,Pune,Guwahati,1892814,Y,Key_Performer,1,5,0,0,2755937
23523,29676,15,13,Top Management,Consultant,Aviation,H,Assistant Manager,Grad,Chemistry,Mumbai,1996.0,Chemistry,Mumbai,1998.0,Chemistry,Nagpur,2005.0,Bhubaneswar,Mangalore,2088814,Y,Key_Performer,3,5,0,0,2673681
23524,43049,21,17,Sales,Sales Manager,IT,C,Manager,Grad,Mathematics,Guwahati,1993.0,Mathematics,Guwahati,1995.0,Mathematics,Bhubaneswar,1999.0,Mangalore,Mangalore,2445110,N,B,4,4,0,0,3056387
23528,22163,22,11,IT-Software,Head,Others,F,Research Analyst,Doctorate,Statistics,Delhi,1990.0,Statistics,Delhi,1992.0,Others,Nagpur,1998.0,Lucknow,Guwahati,2995714,Y,C,4,7,0,1,3858479
23529,36537,10,6,Engineering,Analyst,FMCG,E,Consultant,Doctorate,Others,Mangalore,2002.0,Arts,Mangalore,2004.0,Arts,Nagpur,2010.0,Ahmedabad,Bhubaneswar,1782823,Y,D,6,5,0,0,2296276
23532,11091,10,3,Sales,Analyst,Telecom,B,Marketing Manager,PG,Engineering,Surat,2001.0,Engineering,Surat,2003.0,Engineering,Surat,2010.0,Ahmedabad,Kolkata,1881560,Y,Key_Performer,4,8,0,0,2483659
23533,34427,12,7,Banking,Analyst,BFSI,K,Marketing Manager,Grad,Economics,Delhi,2000.0,Economics,Delhi,2002.0,Economics,Mangalore,2008.0,Surat,Kanpur,1812041,N,A,5,6,0,0,2265051
23534,25658,16,13,Engineering,Head,Insurance,K,Others,PG,Arts,Mangalore,1997.0,Arts,Mangalore,1999.0,Arts,Surat,2004.0,Jaipur,Chennai,3066040,N,D,6,7,0,1,3666983
23535,29638,16,11,Healthcare,Others,BFSI,M,Network Engineer,Doctorate,Others,Ahmedabad,1998.0,Zoology,Ahmedabad,2000.0,Others,Bangalore,2004.0,Guwahati,Pune,2956312,Y,D,4,8,0,0,3807729
23537,22523,18,15,Sales,Head,Automobile,N,CA,PG,Statistics,Mangalore,1993.0,Statistics,Mangalore,1995.0,Statistics,Ahmedabad,2002.0,Mangalore,Nagpur,3450406,Y,Key_Performer,4,7,1,0,4554535
23539,52727,4,3,Healthcare,Bio statistician,IT,J,Product Manager,Doctorate,Sociology,Bangalore,2009.0,Sociology,Bangalore,2011.0,Sociology,Jaipur,2016.0,Pune,Bhubaneswar,974076,N,A,2,8,0,0,1367602
23540,11497,1,0,Banking,Business Analyst,Automobile,M,HR,PG,Sociology,Mumbai,2013.0,Sociology,Mumbai,2015.0,Sociology,Guwahati,2019.0,Mangalore,Ahmedabad,439535,N,B,3,4,1,0,571395
23541,59382,25,0,Education,Business Analyst,Aviation,C,Product Manager,PG,Zoology,Surat,1988.0,Zoology,Surat,1990.0,Zoology,Nagpur,1995.0,Kanpur,Jaipur,2252662,N,A,3,6,0,0,2928460
23544,34541,21,12,HR,Business Analyst,Telecom,M,Others,Doctorate,Engineering,Surat,1992.0,Engineering,Surat,1994.0,Engineering,Pune,1999.0,Lucknow,Delhi,2887585,N,A,6,8,0,0,3898239
23545,31803,15,10,Sales,Sales Manager,Telecom,K,Web Designer,Grad,Chemistry,Bangalore,1996.0,Others,Bangalore,1998.0,Economics,Mumbai,2005.0,Bhubaneswar,Pune,2105637,Y,Key_Performer,4,4,2,0,2695215
23546,41412,3,0,Sales,Consultant,Insurance,K,Data Analyst,Grad,Botony,Mumbai,2008.0,Botony,Mumbai,2010.0,Botony,Ahmedabad,2017.0,Kolkata,Kanpur,644151,N,D,3,4,2,0,740773
23547,46332,2,2,Others,Project Manager,Automobile,K,Assistant Manager,PG,Sociology,Kolkata,2010.0,Sociology,Kolkata,2012.0,Others,Lucknow,2018.0,Kanpur,Mumbai,619374,N,A,1,4,1,0,805186
23548,55254,11,9,Healthcare,Researcher,Automobile,O,Assistant Manager,Grad,Botony,Bangalore,2001.0,Botony,Bangalore,2003.0,Botony,Surat,2009.0,Kolkata,Bangalore,2030212,Y,Key_Performer,6,3,1,0,2598671
23550,36436,3,1,Engineering,Others,Retail,L,Network Engineer,Grad,Economics,Guwahati,2009.0,Economics,Guwahati,2011.0,Others,Bangalore,2017.0,Guwahati,Jaipur,572727,Y,D,1,4,3,0,674443
23551,38924,21,11,Others,Business Analyst,Analytics,P,HR,Grad,Economics,Mumbai,1990.0,Economics,Mumbai,1992.0,Economics,Kolkata,1999.0,Surat,Lucknow,2788874,Y,B,4,6,0,0,3569758
23554,41915,22,2,Healthcare,Analyst,Training,K,Sr.Manager,Grad,Mathematics,Kolkata,1992.0,Mathematics,Kolkata,1994.0,Mathematics,Guwahati,1998.0,Kolkata,Mangalore,2479048,N,C,6,4,0,0,2850905
23556,54138,19,6,Education,Business Analyst,Analytics,A,Manager,Grad,Psychology,Ahmedabad,1993.0,Psychology,Ahmedabad,1995.0,Psychology,Mangalore,2001.0,Chennai,Guwahati,2343005,N,D,6,3,0,0,2694455
23564,10009,8,2,Engineering,Consultant,IT,E,HR,Grad,Others,Lucknow,2003.0,Statistics,Lucknow,2005.0,Engineering,Ahmedabad,2012.0,Guwahati,Surat,1387657,Y,Key_Performer,3,3,0,0,1847248
23566,30793,25,23,Healthcare,Team Lead,Training,I,Research Scientist,Doctorate,Psychology,Nagpur,1987.0,Psychology,Nagpur,1989.0,Psychology,Guwahati,1995.0,Jaipur,Jaipur,3493499,N,D,4,5,0,0,4338925
23571,15242,15,1,Engineering,Analyst,BFSI,M,Consultant,Grad,Others,Guwahati,1997.0,Mathematics,Guwahati,1999.0,Economics,Mumbai,2005.0,Pune,Kolkata,2269859,N,D,6,4,0,0,2610337
23574,27059,17,6,Analytics/BI,Project Manager,Others,D,Research Analyst,PG,Statistics,Jaipur,1994.0,Statistics,Jaipur,1996.0,Statistics,Mangalore,2003.0,Bhubaneswar,Mumbai,2280521,N,B,5,4,0,0,2964677
